,allergens,calories,caloriesFromFat,cholesterol(mg),dateRef,dietaryFiber(g),ingredients,itemID,menuDate,name,price($),protein(g),saturatedFat(g),servingSize,sodium(mg),station,sugars(g),mealType,totalCarbohydrate(g),totalFat(g),transFat(g)
254,"Milk, Eggs, Wheat, Soybeans, Gluten",465,,22.8,5,22.8,"Black Bean Chipotle Patty (Water, onions, cooked black beans (black beans, water), cooked brown rice (water, brown rice), corn, vegetable oil (corn, canola and/or sunflower oil), soy flour, tomatoes, wheat gluten, green chiles, onion powder, egg whites, bulgur wheat, calcium caseinate (milk), cornstarch.Contains 2% or less of red bell peppers, green bell peppers, spices, cilantro, tomato juice, tomato powder, salt, chipotle peppers, cooked onion and carrot juice concentrate, jalapeno peppers, garlic powder, natural flavor, soy sauce powder (soybeans, wheat, salt), gum arabic, vinegar, citric acid, green pepper juice, garlic juice, lime juice), Standard Burger Setup (Sliced Tomatoes (Tomatoes), Green Leaf Crowns (Green Leaf Lettuce), Half Slices Red Onions (Red Onion)), Brioche Bun (Flour (bleached wheat flour, malted barley flour, niacin, iron, ascorbic acid, thiamin mononitrate, riboflavin, folic acid), Water, Butter(sweet cream, natural flavorings), Eggs, Sugar, Whey, Yeast, Salt, Less than 2% of the following: Calcium Propionate, Enzymes, Calcium Sulfate), Sunflower Pan Coating Spray (Sunflower Oil, Sunflower Lecithin, Propellant.)",16086829,0001-01-01T00:00:00,Chipotle Black Bean Burger,5.25,22.1,1.8,1 EACH,655.1,Standard Grill,10.5,LUNCH,58.9,166,0
255,"Milk, Eggs, Wheat, Soybeans, Gluten",548,,171.8,5,171.8,"Turkey Patty (White turkey, salt, spices, dehydrated garlic, dehydrated onion, natural flavoring, olive oil.), Standard Burger Setup (Sliced Tomatoes (Tomatoes), Green Leaf Crowns (Green Leaf Lettuce), Half Slices Red Onions (Red Onion)), Brioche Bun (Flour (bleached wheat flour, malted barley flour, niacin, iron, ascorbic acid, thiamin mononitrate, riboflavin, folic acid), Water, Butter(sweet cream, natural flavorings), Eggs, Sugar, Whey, Yeast, Salt, Less than 2% of the following: Calcium Propionate, Enzymes, Calcium Sulfate), Avocado, Pepper Jack Cheese (Pasteurized Milk, Jalapeno Peppers, Cheese Cultures, Salt, Enzymes. )",16086830,0001-01-01T00:00:00,Conan O'Burger,8.25,41.2,8.4,1 EACH,994.8,Standard Grill,7.5,LUNCH,38.9,212,0
256,"Milk, Eggs, Wheat, Soybeans, Gluten",700,,128.6,5,128.6,"Beef Patty (Ground Black Angus Chuck, Water, Spice, Salt), Standard Burger Setup (Sliced Tomatoes (Tomatoes), Green Leaf Crowns (Green Leaf Lettuce), Half Slices Red Onions (Red Onion)), Brioche Bun (Flour (bleached wheat flour, malted barley flour, niacin, iron, ascorbic acid, thiamin mononitrate, riboflavin, folic acid), Water, Butter(sweet cream, natural flavorings), Eggs, Sugar, Whey, Yeast, Salt, Less than 2% of the following: Calcium Propionate, Enzymes, Calcium Sulfate), Sunflower Pan Coating Spray (Sunflower Oil, Sunflower Lecithin, Propellant.), American Cheese (Cultured Milk, Skim Milk, Water, Cream, Sodium Citrate, Salt, Sodium Phosphate, Sorbic Acid (preservative), Citric Acid, Color (annatto, paprika, apocarotenal, beta carotene), Acetic Acid, Enzymes, Soy Lecithin.), Hamburger Pickles (Cucumbers, Water, Salt, Vinegar, Calcium Chloride, Sodium Benzoate (preservative), Natural Flavor, Spices.)",16086831,0001-01-01T00:00:00,FoodWorx Cheeseburger,7.75,35.2,13.3,1 EACH,610.7,Standard Grill,7.5,LUNCH,36.9,405,0
257,"Milk, Eggs, Wheat, Soybeans, Gluten",648,,113.9,5,113.9,"Beef Patty (Ground Black Angus Chuck, Water, Spice, Salt), Standard Burger Setup (Sliced Tomatoes (Tomatoes), Green Leaf Crowns (Green Leaf Lettuce), Half Slices Red Onions (Red Onion)), Brioche Bun (Flour (bleached wheat flour, malted barley flour, niacin, iron, ascorbic acid, thiamin mononitrate, riboflavin, folic acid), Water, Butter(sweet cream, natural flavorings), Eggs, Sugar, Whey, Yeast, Salt, Less than 2% of the following: Calcium Propionate, Enzymes, Calcium Sulfate), Sunflower Pan Coating Spray (Sunflower Oil, Sunflower Lecithin, Propellant.), Hamburger Pickles (Cucumbers, Water, Salt, Vinegar, Calcium Chloride, Sodium Benzoate (preservative), Natural Flavor, Spices.)",16086832,0001-01-01T00:00:00,FoodWorx Hamburger,7.00,32.2,10.7,1 EACH,382.3,Standard Grill,7.5,LUNCH,36.9,365,0
258,"Milk, Eggs, Wheat, Soybeans, Gluten",975,,180.3,5,180.3,"Beef Patty (Ground Black Angus Chuck, Water, Spice, Salt), Brioche Bun (Flour (bleached wheat flour, malted barley flour, niacin, iron, ascorbic acid, thiamin mononitrate, riboflavin, folic acid), Water, Butter(sweet cream, natural flavorings), Eggs, Sugar, Whey, Yeast, Salt, Less than 2% of the following: Calcium Propionate, Enzymes, Calcium Sulfate), Bacon (Pork, Water, Salt, Sugar, Smoke Flavoring, Sodium Phosphate, Sodium Erythorbate, Flavoring, Sodium Nitrite.), BBQ Sauce  (High Fructose Corn Syrup, Distilled Vinegar, Tomato Paste, Modified Food Starch, 2% or Less of: Salt, Pineapple Juice Concentrate, Natural Smoke Flavor, Spices, Caramel Color, Sodium Benzoate (preservative), Molasses, Corn Syrup, Dried Garlic, Sugar, Tamarind, Natural Flavor.), French Fried Onions, Cheddar Cheese (Pasteurized Milk, Cheese Cultures, Salt, Enzymes, Annatto Coloring.)",16086833,0001-01-01T00:00:00,Texas BBQ Burger,8.25,51,24,1 EACH,1602.8,Standard Grill,16.1,LUNCH,56.5,528,0
259,"Milk, Soybeans",606,,133.9,5,133.9,"Spring Mix and Romaine Mix (Romaine Lettuce, Spring Mix), Smoked Chicken Breast (Boneless, skinless chicken breast filets with rib meat, water, seasoning [maltodextrin, salt, sugar, chicken stock, vegetable stock (carrot, onion, celery), flavors, carrot powder and garlic powder], modified food starch, sodium phosphates, soy protein concentrate, sea salt. ), Balsamic Vinaigrette ( Water, Soybean Oil, Imported Balsamic Vinegar (wine vinegar, grape must), White Wine Vinegar, Distilled Vinegar, Sugar, Contains less than 2% of Salt, Mustard Seed, Spice, Garlic*, Onion*, Xanthan Gum, Caramel Color, Autolyzed Yeast Extract, Natural and Artificial Flavor, Calcium Disodium EDTA (preservative), Disodium Inosinate, Disodium Guanylate. *Dried.), Pitted Kalamata Olives (Kalamata Olives, Water, Salt, Red Wine Vinegar, Extra Virgin Olive Oil.), Feta Cheese (Feta Cheese (pasteurized milk, cheese cultures, salt, enzymes), Natamycin (protect flavor).), Cucumber, Tomatoes, Red Onion",16086834,0001-01-01T00:00:00,Mediterranean Salad,6.50,46,7.4,14 OZ,1583.6,Picnic Basket,10.1,LUNCH,26.5,304,0
260,"Fish, Wheat, Soybeans, Gluten",335,,35.8,5,35.8,"Unseasoned Sticky Rice (Sushi Rice (White Rice)), Yellowfin Tuna Poke Cubes (Poke Kits (Yellowfin Tuna), Poke Marinade (low sodium soy sauce (water, soy beans, wheat, salt), water, brown sugar, sesame oil, green oinion, white onion, ginger, garlic, sesame seeds, red pepper flakes, xanthan gum, potassium sorbate, sodium benzoate.)), Cucumber, Edamame, Avocado, Green Onions, Red Onion, Sesame Seeds, Nori Seaweed (Ginger, Water, Salt, Acetic Acid, Citric Acid, Aspartame, Potassium Sorbate, Food Color (red 40).)",16086835,0001-01-01T00:00:00,Yellowfin Tuna Poke Bowl,7.25,29.7,0.7,1 BOWL,76.1,Picnic Basket,2.2,LUNCH,39.9,49,0
261,"Milk, Eggs, Wheat, Soybeans, Gluten",1076,,98.9,5,98.9,"Pizza Dough (Enriched unbleached wheat flour (wheat flour, niacin, iron as ferrous sulfate, thiamine mononitrate, enzyme, riboflavin, folic acid), water, yeast, contains less than 2% of the following: sugar, soybean oil, hydrogenated soybean oil, leavening (baking soda, sodium aluminum phosphate), salt, buttermilk, wheat gluten, low-moisture part-skim mozzarella cheese (pasteurized part skim milk, cheese culture, salt, calcium chloride, enzyme), cheddar cheese (milk, cheese cultures, salt, enzymes), whey powder (a milk derivative), guar gum, xanthan gum, garlic powder, datem, malted barley flour, dextrose, enzyme, ascorbic acid, sodium phosphate, lactic acid.), Fresh Mozzarella (Cultured Pasteurized Milk, Vinegar, Enzymes, Salt.), Sliced Tomatoes (Tomatoes), Part Skim Mozzarella Cheese (Low-Moisture Part-Skim Mozzarella Cheese (pasteurized milk, skim milk, salt, cultures, enzymes), Powdered Cellulose (prevent caking), Natamycin (preservative).), Herbed Parmesan Cheese (Parmesan Cheese (Parmesan cheese (cultured pasteurized part skim milk, salt, enzymes), powdered cellulose to prevent caking, potassium Sorbate to protect flavor.), Oregano, Black Pepper, Salt), Pizza Oil (Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Garlic (Garlic, Water, Citric Acid.), Oregano), Pizza Sauce (Tomato Puree (Water, Tomato Paste), Less Than 2% of: Salt, Extra Virgin Olive Oil, Dried Onions, Garlic, Spices, Citric Acid.), Basil",16086836,0001-01-01T00:00:00,Caprese Personal Pizza,5.25,49.9,23,1 PIE,2388.6,Pizzeria,14,LUNCH,81.5,559,0
262,"Milk, Eggs, Wheat, Soybeans, Gluten",880,,75.4,5,75.4,"Pizza Dough (Enriched unbleached wheat flour (wheat flour, niacin, iron as ferrous sulfate, thiamine mononitrate, enzyme, riboflavin, folic acid), water, yeast, contains less than 2% of the following: sugar, soybean oil, hydrogenated soybean oil, leavening (baking soda, sodium aluminum phosphate), salt, buttermilk, wheat gluten, low-moisture part-skim mozzarella cheese (pasteurized part skim milk, cheese culture, salt, calcium chloride, enzyme), cheddar cheese (milk, cheese cultures, salt, enzymes), whey powder (a milk derivative), guar gum, xanthan gum, garlic powder, datem, malted barley flour, dextrose, enzyme, ascorbic acid, sodium phosphate, lactic acid.), Part Skim Mozzarella Cheese (Low-Moisture Part-Skim Mozzarella Cheese (pasteurized milk, skim milk, salt, cultures, enzymes), Powdered Cellulose (prevent caking), Natamycin (preservative).), Herbed Parmesan Cheese (Parmesan Cheese (Parmesan cheese (cultured pasteurized part skim milk, salt, enzymes), powdered cellulose to prevent caking, potassium Sorbate to protect flavor.), Oregano, Black Pepper, Salt), Pizza Sauce (Tomato Puree (Water, Tomato Paste), Less Than 2% of: Salt, Extra Virgin Olive Oil, Dried Onions, Garlic, Spices, Citric Acid.), Ham, Italian Sausage (Pork, Spices, Water, Salt, Corn Syrup Solids, Garlic, Paprika, Natural Flavor (autolyzed yeast extract, lactic acid, spice extracts), Sugar, Disodium Inosinate, Disodium Guanylate, Soy Lecithin (processing aid).), Pepperoni (Pork, Beef, Salt, 2% or Less of: Water, Dextrose, Spices, Lactic Acid Starter Culture, Oleoresin of Paprika, Garlic Powder, Sodium Nitrite, BHA, BHT, Citric Acid.), Pizza Oil (Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Garlic (Garlic, Water, Citric Acid.), Oregano)",16086837,0001-01-01T00:00:00,Meat Lover's Personal Pizza,5.25,43.5,16.6,1 PIE,2536.8,Pizzeria,12.8,LUNCH,78.4,404,0
263,"Milk, Eggs, Wheat, Soybeans, Gluten",1024,,75.9,5,75.9,"Pizza Dough (Enriched unbleached wheat flour (wheat flour, niacin, iron as ferrous sulfate, thiamine mononitrate, enzyme, riboflavin, folic acid), water, yeast, contains less than 2% of the following: sugar, soybean oil, hydrogenated soybean oil, leavening (baking soda, sodium aluminum phosphate), salt, buttermilk, wheat gluten, low-moisture part-skim mozzarella cheese (pasteurized part skim milk, cheese culture, salt, calcium chloride, enzyme), cheddar cheese (milk, cheese cultures, salt, enzymes), whey powder (a milk derivative), guar gum, xanthan gum, garlic powder, datem, malted barley flour, dextrose, enzyme, ascorbic acid, sodium phosphate, lactic acid.), Part Skim Mozzarella Cheese (Low-Moisture Part-Skim Mozzarella Cheese (pasteurized milk, skim milk, salt, cultures, enzymes), Powdered Cellulose (prevent caking), Natamycin (preservative).), Herbed Parmesan Cheese (Parmesan Cheese (Parmesan cheese (cultured pasteurized part skim milk, salt, enzymes), powdered cellulose to prevent caking, potassium Sorbate to protect flavor.), Oregano, Black Pepper, Salt), Pizza Oil (Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Garlic (Garlic, Water, Citric Acid.), Oregano), Pepperoni (Pork, Beef, Salt, 2% or Less of: Water, Dextrose, Spices, Lactic Acid Starter Culture, Oleoresin of Paprika, Garlic Powder, Sodium Nitrite, BHA, BHT, Citric Acid.), Pizza Sauce (Tomato Puree (Water, Tomato Paste), Less Than 2% of: Salt, Extra Virgin Olive Oil, Dried Onions, Garlic, Spices, Citric Acid.)",16086838,0001-01-01T00:00:00,Pepperoni Personal Pizza,5.25,42,19.9,1 PIE,2515.5,Pizzeria,12.2,LUNCH,77.9,562,0
264,"Eggs, Wheat, Gluten",142,,24.2,5,24.2," Chicken Noodle Soup (Chicken broth, Water, Chicken (chicken, water, modified food starch, salt), Carrots, Pasta (wheat, eggs, egg whites, niacin, iron [ferrous sulfate], thiamine mononitrate, riboflavin, folic acid), Celery, Onions, 2% or Less of: Chicken Base (chicken, salt, rendered chicken fat, dextrose, sugar, natural flavoring, roast chicken flavor [rendered chicken fat, flavor, safflower oil], chicken broth, turmeric), Chicken Flavor (salt, corn syrup solids, natural flavor [chicken powder, chicken fat], yeast extract, onion powder, garlic powder, autolyzed yeast extract, natural tocopherols), Chicken Fat, Olive Oil, Parsley, Acacia & Xantham Gum, Garlic, Yeast Extract, Turmeric, Spices.)",16086839,0001-01-01T00:00:00,Chicken Noodle Soup,3.50,10.3,1.2,10 OZL,982.8,Soups,1.2,LUNCH,16.4,35,0
265,Tree Nuts,253,,0,5,0,"Coconut Lentil Soup (Vegetable Stock (water, vegetable base [vegetables {carrots, tomatoes, onions, potatoes, garlic}, sea salt, dextrose, cane sugar, canola oil, spices, turmeric]), Water, Lentils, Onions, Coconut Milk (water, coconut), Carrots, Spinach, 2% or Less of: Garlic, Corn Starch, Canola Oil, Curry Powder (spices, turmeric), Lemon Juice, Sea Salt, Spices. )",16086840,0001-01-01T00:00:00,Organic Lentil Coconut,3.50,14.7,3.3,10 OZL,892.5,Soups,4,LUNCH,36,54,0
266,"Milk, Wheat, Soybeans, Gluten",425,,44.2,5,44.2,"White Jumbo Bread (Flour (bleached wheat flour, malted barley flour, niacin, iron, ascorbic acid, thiamin mononitrate, riboflavin, folic acid), Water, Soybean Oil with Citric Acid, Fresh Yeast, Salt, Sugar, 2% or Less of: Vital Wheat Gluten, Calcium Propionate, Enzymes, Calcium Sulfate.), American Cheese (Cultured Milk, Skim Milk, Water, Cream, Sodium Citrate, Salt, Sodium Phosphate, Sorbic Acid (preservative), Citric Acid, Color (annatto, paprika, apocarotenal, beta carotene), Acetic Acid, Enzymes, Soy Lecithin.)",16086841,0001-01-01T00:00:00,Grilled Cheese Sandwich,2.95,18.2,8.4,1 EACH,1186.1,Deli,5.2,DINNER,50,149,0
267,"Milk, Eggs, Wheat, Soybeans, Gluten",491,,29.7,5,29.7,"Ciabatta Bread (Flour (bleached wheat flour, malted barley flour, niacin, iron, ascorbic acid, thiamin mononitrate, riboavin, folic acid), Water, Dried Durum Wheat Sourdough, Salt, Sugar, Less than 2% of the following: Calcium Propionate, Yeast, Ascorbic Acid, Enzymes, Calcium Sulfate. Made in a facility that processes wheat, soy, eggs, milk and tree nuts), Sliced Tomatoes (Tomatoes), Red Onion, Swiss Cheese (Milk, Cheese Culture, Salt, Enzymes.), Green Leaf Crowns (Green Leaf Lettuce), Mayonnaise (Soybean Oil, Corn Syrup, Water, Whole Egg, Egg Yolks, Distilled Vinegar, Contains less than 2% of Mustard Seed, Salt, Lemon Juice Concentrate, Calcium Disodium EDTA added To Protect Flavor. ), Mustard (Water, Distilled Vinegar, Mustard Seed, Salt, Turmeric, Oleoresin Paprika, Spices.), Ham (Water, Natural Salt Blend (Potassium Chloride, Sea Salt), Turbinado Sugar, Salt, Cultured Celery Powder, Cherry Powder.)",16086842,0001-01-01T00:00:00,Ham Sandwich,6.95,17.1,5.5,1 EACH,818,Deli,4.7,DINNER,58.4,192,0
268,"Milk, Eggs, Wheat, Soybeans, Gluten",583,,75.7,5,75.7,"Roast Beef (Water, Cultured Corn Sugar and Vinegar, Salt, Sodium Phosphate, and Natural Flavorings; Rubbed With: Sugar, Natural Flavorings, Salt, Caramel Color, Dextrose, Dried Beef Stock, Maltodextrin, Paprika.), Ciabatta Bread (Flour (bleached wheat flour, malted barley flour, niacin, iron, ascorbic acid, thiamin mononitrate, riboavin, folic acid), Water, Dried Durum Wheat Sourdough, Salt, Sugar, Less than 2% of the following: Calcium Propionate, Yeast, Ascorbic Acid, Enzymes, Calcium Sulfate. Made in a facility that processes wheat, soy, eggs, milk and tree nuts), Sliced Tomatoes (Tomatoes), Red Onion, Swiss Cheese (Milk, Cheese Culture, Salt, Enzymes.), Green Leaf Crowns (Green Leaf Lettuce), Mayonnaise (Soybean Oil, Corn Syrup, Water, Whole Egg, Egg Yolks, Distilled Vinegar, Contains less than 2% of Mustard Seed, Salt, Lemon Juice Concentrate, Calcium Disodium EDTA added To Protect Flavor. ), Mustard (Water, Distilled Vinegar, Mustard Seed, Salt, Turmeric, Oleoresin Paprika, Spices.)",16086843,0001-01-01T00:00:00,Roast Beef Sandwich,6.95,33.7,6.4,1 EACH,1258.3,Deli,4.7,DINNER,58.4,216,0
269,"Milk, Eggs, Fish, Wheat, Soybeans, Gluten",631,,62.7,5,62.7,"Tuna Salad (Albacore Tuna (White Tuna, Water, Vegetable Broth (contains Soy), Salt.), Celery, Mayonnaise (Soybean Oil, Corn Syrup, Water, Whole Egg, Egg Yolks, Distilled Vinegar, Contains less than 2% of Mustard Seed, Salt, Lemon Juice Concentrate, Calcium Disodium EDTA added To Protect Flavor. ), Sweet Pickle Relish (Cucumbers, High Fructose Corn Syrup, Corn Syrup, Vinegar, Salt, 2% or Less of: Dehydrated Spices, Natural Flavors, Dehydrated Onion, Xanthan Gum, Calcium Chloride, Sodium Benzoate & Potassium Sorbate (preservatives), Alum, Yellow 5.), Mustard (Water, Distilled Vinegar, Mustard Seed, Salt, Turmeric, Oleoresin Paprika, Spices.), White Pepper), Ciabatta Bread (Flour (bleached wheat flour, malted barley flour, niacin, iron, ascorbic acid, thiamin mononitrate, riboavin, folic acid), Water, Dried Durum Wheat Sourdough, Salt, Sugar, Less than 2% of the following: Calcium Propionate, Yeast, Ascorbic Acid, Enzymes, Calcium Sulfate. Made in a facility that processes wheat, soy, eggs, milk and tree nuts), Sliced Tomatoes (Tomatoes), Red Onion, Swiss Cheese (Milk, Cheese Culture, Salt, Enzymes.), Green Leaf Crowns (Green Leaf Lettuce), Mayonnaise (Soybean Oil, Corn Syrup, Water, Whole Egg, Egg Yolks, Distilled Vinegar, Contains less than 2% of Mustard Seed, Salt, Lemon Juice Concentrate, Calcium Disodium EDTA added To Protect Flavor. ), Mustard (Water, Distilled Vinegar, Mustard Seed, Salt, Turmeric, Oleoresin Paprika, Spices.)",16086844,0001-01-01T00:00:00,Tuna Sandwich,5.95,37.6,6.1,1 EACH,1093.2,Deli,5.8,DINNER,60.2,244,0
270,"Milk, Eggs, Wheat, Soybeans, Gluten",573,,66.2,5,66.2,"Turkey (Turkey breast, turkey broth, contains less that 2% of salt, dextrose, potassium lactate, potassium acetate, modified food starch, carrageenan, sodium phosphate, sodium diacetate.), Ciabatta Bread (Flour (bleached wheat flour, malted barley flour, niacin, iron, ascorbic acid, thiamin mononitrate, riboavin, folic acid), Water, Dried Durum Wheat Sourdough, Salt, Sugar, Less than 2% of the following: Calcium Propionate, Yeast, Ascorbic Acid, Enzymes, Calcium Sulfate. Made in a facility that processes wheat, soy, eggs, milk and tree nuts), Sliced Tomatoes (Tomatoes), Red Onion, Swiss Cheese (Milk, Cheese Culture, Salt, Enzymes.), Green Leaf Crowns (Green Leaf Lettuce), Mayonnaise (Soybean Oil, Corn Syrup, Water, Whole Egg, Egg Yolks, Distilled Vinegar, Contains less than 2% of Mustard Seed, Salt, Lemon Juice Concentrate, Calcium Disodium EDTA added To Protect Flavor. ), Mustard (Water, Distilled Vinegar, Mustard Seed, Salt, Turmeric, Oleoresin Paprika, Spices.)",16086845,0001-01-01T00:00:00,Turkey Sandwich,5.95,33.7,5.4,1 EACH,1674.1,Deli,4.7,DINNER,62.1,199,0
271,"Milk, Eggs, Wheat, Soybeans, Gluten",491,,28.4,5,28.4,"Ciabatta Bread (Flour (bleached wheat flour, malted barley flour, niacin, iron, ascorbic acid, thiamin mononitrate, riboavin, folic acid), Water, Dried Durum Wheat Sourdough, Salt, Sugar, Less than 2% of the following: Calcium Propionate, Yeast, Ascorbic Acid, Enzymes, Calcium Sulfate. Made in a facility that processes wheat, soy, eggs, milk and tree nuts), Sliced Tomatoes (Tomatoes), Red Onion, Swiss Cheese (Milk, Cheese Culture, Salt, Enzymes.), Green Leaf Crowns (Green Leaf Lettuce), Alfalfa Sprouts, Mayonnaise (Soybean Oil, Corn Syrup, Water, Whole Egg, Egg Yolks, Distilled Vinegar, Contains less than 2% of Mustard Seed, Salt, Lemon Juice Concentrate, Calcium Disodium EDTA added To Protect Flavor. ), Mustard (Water, Distilled Vinegar, Mustard Seed, Salt, Turmeric, Oleoresin Paprika, Spices.)",16086846,0001-01-01T00:00:00,Veggie Sandwich,4.95,17.3,5.4,1 EACH,786.6,Deli,4.7,DINNER,58.7,192,0
272,"Milk, Eggs, Wheat, Soybeans, Gluten",632,,28.4,5,28.4,"Hummus (Garbanzo Beans, Sesame Tahini, Lemon Juice, Water, Soybean Oil, 2% or Less of: Garlic Puree (garlic, high fructose corn syrup solids), Salt, Sugar, Soy Lecithin, Cellulose, Modified Food Starch, Natural Flavors (canola oil, olive oil, natural flavors), Spices, Citric Acid.), Ciabatta Bread (Flour (bleached wheat flour, malted barley flour, niacin, iron, ascorbic acid, thiamin mononitrate, riboavin, folic acid), Water, Dried Durum Wheat Sourdough, Salt, Sugar, Less than 2% of the following: Calcium Propionate, Yeast, Ascorbic Acid, Enzymes, Calcium Sulfate. Made in a facility that processes wheat, soy, eggs, milk and tree nuts), Sliced Tomatoes (Tomatoes), Red Onion, Swiss Cheese (Milk, Cheese Culture, Salt, Enzymes.), Green Leaf Crowns (Green Leaf Lettuce), Alfalfa Sprouts, Mayonnaise (Soybean Oil, Corn Syrup, Water, Whole Egg, Egg Yolks, Distilled Vinegar, Contains less than 2% of Mustard Seed, Salt, Lemon Juice Concentrate, Calcium Disodium EDTA added To Protect Flavor. ), Mustard (Water, Distilled Vinegar, Mustard Seed, Salt, Turmeric, Oleoresin Paprika, Spices.)",16086847,0001-01-01T00:00:00,Veggie Sandwich w/ Hummus,5.95,24,6.7,1 EACH,1108.9,Deli,4.7,DINNER,70.8,265,0
273,"Milk, Eggs, Wheat, Soybeans, Gluten",465,,22.8,5,22.8,"Black Bean Chipotle Patty (Water, onions, cooked black beans (black beans, water), cooked brown rice (water, brown rice), corn, vegetable oil (corn, canola and/or sunflower oil), soy flour, tomatoes, wheat gluten, green chiles, onion powder, egg whites, bulgur wheat, calcium caseinate (milk), cornstarch.Contains 2% or less of red bell peppers, green bell peppers, spices, cilantro, tomato juice, tomato powder, salt, chipotle peppers, cooked onion and carrot juice concentrate, jalapeno peppers, garlic powder, natural flavor, soy sauce powder (soybeans, wheat, salt), gum arabic, vinegar, citric acid, green pepper juice, garlic juice, lime juice), Standard Burger Setup (Sliced Tomatoes (Tomatoes), Green Leaf Crowns (Green Leaf Lettuce), Half Slices Red Onions (Red Onion)), Brioche Bun (Flour (bleached wheat flour, malted barley flour, niacin, iron, ascorbic acid, thiamin mononitrate, riboflavin, folic acid), Water, Butter(sweet cream, natural flavorings), Eggs, Sugar, Whey, Yeast, Salt, Less than 2% of the following: Calcium Propionate, Enzymes, Calcium Sulfate), Sunflower Pan Coating Spray (Sunflower Oil, Sunflower Lecithin, Propellant.)",16086848,0001-01-01T00:00:00,Chipotle Black Bean Burger,5.95,22.1,1.8,1 EACH,655.1,Standard Grill,10.5,DINNER,58.9,166,0
274,"Milk, Eggs, Wheat, Soybeans, Gluten",548,,171.8,5,171.8,"Turkey Patty (White turkey, salt, spices, dehydrated garlic, dehydrated onion, natural flavoring, olive oil.), Standard Burger Setup (Sliced Tomatoes (Tomatoes), Green Leaf Crowns (Green Leaf Lettuce), Half Slices Red Onions (Red Onion)), Brioche Bun (Flour (bleached wheat flour, malted barley flour, niacin, iron, ascorbic acid, thiamin mononitrate, riboflavin, folic acid), Water, Butter(sweet cream, natural flavorings), Eggs, Sugar, Whey, Yeast, Salt, Less than 2% of the following: Calcium Propionate, Enzymes, Calcium Sulfate), Avocado, Pepper Jack Cheese (Pasteurized Milk, Jalapeno Peppers, Cheese Cultures, Salt, Enzymes. )",16086849,0001-01-01T00:00:00,Conan O'Burger,8.25,41.2,8.4,1 EACH,994.8,Standard Grill,7.5,DINNER,38.9,212,0
275,"Milk, Eggs, Wheat, Soybeans, Gluten",700,,128.6,5,128.6,"Beef Patty (Ground Black Angus Chuck, Water, Spice, Salt), Standard Burger Setup (Sliced Tomatoes (Tomatoes), Green Leaf Crowns (Green Leaf Lettuce), Half Slices Red Onions (Red Onion)), Brioche Bun (Flour (bleached wheat flour, malted barley flour, niacin, iron, ascorbic acid, thiamin mononitrate, riboflavin, folic acid), Water, Butter(sweet cream, natural flavorings), Eggs, Sugar, Whey, Yeast, Salt, Less than 2% of the following: Calcium Propionate, Enzymes, Calcium Sulfate), Sunflower Pan Coating Spray (Sunflower Oil, Sunflower Lecithin, Propellant.), American Cheese (Cultured Milk, Skim Milk, Water, Cream, Sodium Citrate, Salt, Sodium Phosphate, Sorbic Acid (preservative), Citric Acid, Color (annatto, paprika, apocarotenal, beta carotene), Acetic Acid, Enzymes, Soy Lecithin.), Hamburger Pickles (Cucumbers, Water, Salt, Vinegar, Calcium Chloride, Sodium Benzoate (preservative), Natural Flavor, Spices.)",16086850,0001-01-01T00:00:00,FoodWorx Cheeseburger,7.75,35.2,13.3,1 EACH,610.7,Standard Grill,7.5,DINNER,36.9,405,0
276,"Milk, Eggs, Wheat, Soybeans, Gluten",648,,113.9,5,113.9,"Beef Patty (Ground Black Angus Chuck, Water, Spice, Salt), Standard Burger Setup (Sliced Tomatoes (Tomatoes), Green Leaf Crowns (Green Leaf Lettuce), Half Slices Red Onions (Red Onion)), Brioche Bun (Flour (bleached wheat flour, malted barley flour, niacin, iron, ascorbic acid, thiamin mononitrate, riboflavin, folic acid), Water, Butter(sweet cream, natural flavorings), Eggs, Sugar, Whey, Yeast, Salt, Less than 2% of the following: Calcium Propionate, Enzymes, Calcium Sulfate), Sunflower Pan Coating Spray (Sunflower Oil, Sunflower Lecithin, Propellant.), Hamburger Pickles (Cucumbers, Water, Salt, Vinegar, Calcium Chloride, Sodium Benzoate (preservative), Natural Flavor, Spices.)",16086851,0001-01-01T00:00:00,FoodWorx Hamburger,7.00,32.2,10.7,1 EACH,382.3,Standard Grill,7.5,DINNER,36.9,365,0
