,Unnamed: 0,allergens,calories,caloriesFromFat,cholesterol(mg),dateRef,dietaryFiber(g),ingredients,itemID,menuDate,name,price($),protein(g),saturatedFat(g),servingSize,sodium(mg),station,sugars(g),mealType,totalCarbohydrate(g),totalFat(g),transFat(g)
58,58,"Milk, Tree Nuts, Wheat, Soybeans, Gluten",553,,0,3,0,"Napa Cabbage, Iceberg Lettuce, Shredded Carrot, Crispy Flat Bread (Flat Bread (Enriched unbleached wheat flour (wheat flour, malted barley flour, ascorbic acid added as a dough conditioner, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, soybean oil, yeast, contains less than 2% of the following: powdered whey (a milk derivative), salt, sugar, wheat gluten, to preserve freshness (calcium propionate), leavening (sodium acid pyrophosphate, baking soda, monocalcium phosphate), guar gum, sodium stearoyl lactylate, enzyme.  May contain soy and sesame.), Pizza Oil (Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Garlic (Garlic, Water, Citric Acid.), Oregano)), Mandarin Oranges (Mandarin Oranges, Water, Sugar, Citric Acid.), Wonton Strips (Enriched Flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid, enzyme), Vegetable Oil (soybean and/or cottonseed oil), Water, Cornstarch, Salt, Preserved with less than 0.1% of: Potassium Sorbate, Sodium Benzoate.), Almonds, Green Onions, Sesame Ginger Dressing (Filtered Water, Organic Soybean Oil, Organic Sugar, Organic White Vinegar, Organic Tamari Sauce (water, organic soybeans, salt, organic alcohol), Organic Sesame oil, Salt, Organic Garlic Puree, Organic Onion Powder, Organic Mustard Seed, Organic Ginger Powder, Organic Sesame Seeds, Organic Malt, Organic Ginger Extract, Xanthan Gum (thickener).), Cilantro",16087024,0001-01-01T00:00:00,Mandarin Salad,6.75,15.6,4.5,1 EACH,438.4,Signature Salads,15.2,ALL,58.6,284,0
59,59,"Milk, Tree Nuts, Wheat, Soybeans, Gluten",413,,25.2,3,25.2,"Organic Spring Mix, Romaine Lettuce, Strawberry, Crispy Flat Bread (Flat Bread (Enriched unbleached wheat flour (wheat flour, malted barley flour, ascorbic acid added as a dough conditioner, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, soybean oil, yeast, contains less than 2% of the following: powdered whey (a milk derivative), salt, sugar, wheat gluten, to preserve freshness (calcium propionate), leavening (sodium acid pyrophosphate, baking soda, monocalcium phosphate), guar gum, sodium stearoyl lactylate, enzyme.  May contain soy and sesame.), Pizza Oil (Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Garlic (Garlic, Water, Citric Acid.), Oregano)), Almonds, Feta Cheese (Feta Cheese (pasteurized milk, cheese cultures, salt, enzymes), Natamycin (protect flavor).), Red Onion",16087025,0001-01-01T00:00:00,Strawberry Fields,6.75,16.2,6.1,1 EACH,558.5,Signature Salads,8.6,ALL,33,238,0
60,60,"Milk, Wheat, Soybeans, Gluten",252,,0,3,0,"Romaine Lettuce, Balsamic Vinaigrette ( Water, Soybean Oil, Imported Balsamic Vinegar (wine vinegar, grape must), White Wine Vinegar, Distilled Vinegar, Sugar, Contains less than 2% of Salt, Mustard Seed, Spice, Garlic*, Onion*, Xanthan Gum, Caramel Color, Autolyzed Yeast Extract, Natural and Artificial Flavor, Calcium Disodium EDTA (preservative), Disodium Inosinate, Disodium Guanylate. *Dried.), Tomatoes, Red Onion, Cucumber, Organic Spring Mix, Shredded Carrot, Crispy Flat Bread (Flat Bread (Enriched unbleached wheat flour (wheat flour, malted barley flour, ascorbic acid added as a dough conditioner, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, soybean oil, yeast, contains less than 2% of the following: powdered whey (a milk derivative), salt, sugar, wheat gluten, to preserve freshness (calcium propionate), leavening (sodium acid pyrophosphate, baking soda, monocalcium phosphate), guar gum, sodium stearoyl lactylate, enzyme.  May contain soy and sesame.), Pizza Oil (Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Garlic (Garlic, Water, Citric Acid.), Oregano))",16087026,0001-01-01T00:00:00,Tossed Green,6.75,5.1,0.4,1 EACH,365.4,Signature Salads,13.4,ALL,34.2,102,0
61,61,"Milk, Wheat, Soybeans, Gluten",739,,102.4,3,102.4,"Flat Bread (Enriched unbleached wheat flour (wheat flour, malted barley flour, ascorbic acid added as a dough conditioner, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, soybean oil, yeast, contains less than 2% of the following: powdered whey (a milk derivative), salt, sugar, wheat gluten, to preserve freshness (calcium propionate), leavening (sodium acid pyrophosphate, baking soda, monocalcium phosphate), guar gum, sodium stearoyl lactylate, enzyme.  May contain soy and sesame.), Ham (Water, Natural Salt Blend (Potassium Chloride, Sea Salt), Turbinado Sugar, Salt, Cultured Celery Powder, Cherry Powder.), Turkey (Turkey breast, turkey broth, contains less that 2% of salt, dextrose, potassium lactate, potassium acetate, modified food starch, carrageenan, sodium phosphate, sodium diacetate.), Sliced Tomatoes (Tomatoes), Vinaigrette Dressing (Water, vegetable oil (soybean and/or canola oil), distilled vinegar, sugar, salt, monosodium glutamate, spices, garlic powder, xanthan gum, dehydrated parsley, hydrolyzed yeast extract, natural flavors (soy),  propylene glycol alginate, onion powder, lemon juice concentrate, calcium disodium edta to protect flavor.), Sliced Pepperoncini (Peppers, Water, Salt, Vinegar, Citric Acid, Sodium Benzoate (preservative), Sodium Bisulfite (enhance color), FD&C Yellow 5.), Red Onion, Iceberg Lettuce, Salami (Pork, Beef, Lactic Acid Starter Culture.), Provolone Cheese (Paseurized Milk, Cheese Culture, Salt, Enzymes.)",16087027,0001-01-01T00:00:00,Abruzzese,7.25,44.7,12.3,1 EACH,2950.6,Turbo Sandwiches,3.9,ALL,175.4,380,0
62,62,"Milk, Wheat, Gluten",507,,46.2,3,46.2,"Sliced Tomatoes (Tomatoes), BB Focaccia Sheet (Unbleached enriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, sour culture, extra virgin olive oil, salt, yeast, semolina, wheat germ. May contain: eggs, milk, soy, tree nuts. ), Avocado Pulp (Hass avocado.), Mozzarella Cheese (Cultured Pasteurized Milk, Enzymes, Salt.), Zucchini, Pickles (Dill Pickle Spears), Red Onion, Basil",16087028,0001-01-01T00:00:00,California Caprese,7.25,20.9,9.2,1 EACH,799.6,Turbo Sandwiches,5.3,ALL,51.3,227,0
63,63,"Eggs, Wheat, Soybeans, Gluten",793,,53.9,3,53.9,"Baguette (Flour (bleached wheat flour, malted barley flour, niacin, iron, ascorbic acid, thiamin mononitrate, riboflavin, folic acid), Water, Soybean Oil with Citric Acid, Fresh Yeast, Salt, Sugar, 2% or Less of: Vital Wheat Gluten, Calcium Propionate, Enzymes, Calcium Sulfate.Made in a facility that processes wheat, soy, eggs, milk and tree nuts ), Pickled Carrots and Daikon (Daikon, Shredded Carrot, Rice Vinegar (Rice Vinegar, Invert Sugar, Salt, Diluted with water to 4% acidity), Organic Sugar, Water), Chicken Breast (Chicken breast, water, contains less than 2% of salt, dextrose, potassium lactate, potassium acetate, carrageenan, sodium phosphate, sodium diacetate, vegetable oil.), Sliced Cucumbers (Cucumber), Pickles (Dill Pickle Spears), Hoisin Mayonnaise (Mayonnaise (Soybean Oil, Corn Syrup, Water, Whole Egg, Egg Yolks, Distilled Vinegar, Contains less than 2% of Mustard Seed, Salt, Lemon Juice Concentrate, Calcium Disodium EDTA added To Protect Flavor. ), Hoisin Sauce (Sugar, Water, Soybeans, Salt, Sweet Potato, Modified Corn Starch, Sesame Seeds, Garlic, Wheat Flour, Chili Pepper, Spices, Caramel Color, Acetic Acid, FD&C Red Color No. 40.)), Sriracha Aioli (Mayonnaise (Soybean Oil, Corn Syrup, Water, Whole Egg, Egg Yolks, Distilled Vinegar, Contains less than 2% of Mustard Seed, Salt, Lemon Juice Concentrate, Calcium Disodium EDTA added To Protect Flavor. ), Sriracha Sauce (Chili, Sugar, Salt, Garlic, Distilled Vinegar, Potassium Sorbate, Sodium Bisulfite, Xanthan Gum.)), Jalapenos, Daikon Sprouts, Cilantro",16087029,0001-01-01T00:00:00,Chicken Banh Mi,7.25,36,4.5,1 EACH,2207.8,Turbo Sandwiches,12.7,ALL,97,282,0.1
64,64,"Milk, Eggs, Wheat, Soybeans, Gluten",748,,116.8,3,116.8,"Roast Beef (Water, Cultured Corn Sugar and Vinegar, Salt, Sodium Phosphate, and Natural Flavorings; Rubbed With: Sugar, Natural Flavorings, Salt, Caramel Color, Dextrose, Dried Beef Stock, Maltodextrin, Paprika.), Flat Bread (Enriched unbleached wheat flour (wheat flour, malted barley flour, ascorbic acid added as a dough conditioner, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, soybean oil, yeast, contains less than 2% of the following: powdered whey (a milk derivative), salt, sugar, wheat gluten, to preserve freshness (calcium propionate), leavening (sodium acid pyrophosphate, baking soda, monocalcium phosphate), guar gum, sodium stearoyl lactylate, enzyme.  May contain soy and sesame.), Cheddar Cheese (Pasteurized Milk, Cheese Cultures, Salt, Enzymes, Annatto Coloring.), Sliced Tomatoes (Tomatoes), Pickles (Dill Pickle Spears), Ailoi (Mayonnaise (Soybean Oil, Corn Syrup, Water, Whole Egg, Egg Yolks, Distilled Vinegar, Contains less than 2% of Mustard Seed, Salt, Lemon Juice Concentrate, Calcium Disodium EDTA added To Protect Flavor. ), Lemon, Garlic (Garlic, Water, Citric Acid.), Parsley, Salt), Caramelized Onions (Yellow Onions, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.)), Iceberg Lettuce",16087030,0001-01-01T00:00:00,City Slicker,7.25,37.7,16.5,1 EACH,1770.1,Turbo Sandwiches,4.8,ALL,37.2,437,0
65,65,"Milk, Wheat, Soybeans, Gluten",807,,112.2,3,112.2,"GYRO MEAT SLICED (Beef, Bread Crumbs [Enriched Wheat Flour (Wheat Flour, Barley Malt, Niacin, Iron,Thiamine Mononitrate (B1), Riboflavin (B2), Folic Acid), Salt, Yeast, Contains 2% or less of the following: Sugar, Calcium Propionate (a Preservative)], Water, Lamb, Onions, Contains 2% or less of: Vegetable Protein Product [Soy Protein Concentrate, Zinc Oxide, Niacinamide, Ferrous Sulfate, Copper Gluconate, Vitamin A Palmitate, Calcium Pantothenate, Thiamine Mononitrate (B1), Pyridoxine Hydrochloride (B6), Riboflavin (B2), and Cyanocobalamin (B12)], Seasonings (Spices, Hydrolyzed Soy Protein, Dehydrated Garlic), Salt, Lemon Juice Concentrate.), Flat Bread (Enriched unbleached wheat flour (wheat flour, malted barley flour, ascorbic acid added as a dough conditioner, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, soybean oil, yeast, contains less than 2% of the following: powdered whey (a milk derivative), salt, sugar, wheat gluten, to preserve freshness (calcium propionate), leavening (sodium acid pyrophosphate, baking soda, monocalcium phosphate), guar gum, sodium stearoyl lactylate, enzyme.  May contain soy and sesame.), Iceberg Lettuce, Feta Cheese (Feta Cheese (pasteurized milk, cheese cultures, salt, enzymes), Natamycin (protect flavor).), Sliced Tomatoes (Tomatoes), Tzatziki Sauce (Sauce Base [Water, Partially Hydrogenated Palm Kernel Oil, Buttermilk Powder, Corn Syrup, Sour Cream Stabilizer (Modified Food Starch, Sodium Phosphate, Sodium Citrate, Guar Gum, Carrageenan and Locust Bean Gum), Sodium Caseinate, Soy Mono and Di-glycerides, Salt, Potassium Sorbate (Preservative), Natural Flavor and Cultures], Cucumbers, Seasoning Mix [Salt, Garlic Powder, Xanthan Gum, and Stabilizer (Sugar, Corn Starch, Agar, Cream of Tartar)], Contains 2% or less of: Soybean Oil, Vinegar, Lemon Juice Concentrate.), Kalamata Olives Sliced, Red Onion",16087031,0001-01-01T00:00:00,Gyro Turbo,7.25,31.8,21.7,1 EACH,2302.4,Turbo Sandwiches,8.6,ALL,49.4,479,0
66,66,"Milk, Wheat, Soybeans, Gluten",526,,2.5,3,2.5,"Black Bean Hummus (Black Beans (Black Beans, Water, Salt, Calcium Chloride and Ferrous Gluconate (to promote color retention) .), Lemon, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Water, Garlic (Garlic, Water, Citric Acid.), Salt, Black Pepper, Red Pepper, Ground Cumin), Flat Bread (Enriched unbleached wheat flour (wheat flour, malted barley flour, ascorbic acid added as a dough conditioner, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, soybean oil, yeast, contains less than 2% of the following: powdered whey (a milk derivative), salt, sugar, wheat gluten, to preserve freshness (calcium propionate), leavening (sodium acid pyrophosphate, baking soda, monocalcium phosphate), guar gum, sodium stearoyl lactylate, enzyme.  May contain soy and sesame.), Sliced Tomatoes (Tomatoes), Pickles (Dill Pickle Spears), Caramelized Onions (Yellow Onions, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.)), Vinaigrette Dressing (Water, vegetable oil (soybean and/or canola oil), distilled vinegar, sugar, salt, monosodium glutamate, spices, garlic powder, xanthan gum, dehydrated parsley, hydrolyzed yeast extract, natural flavors (soy),  propylene glycol alginate, onion powder, lemon juice concentrate, calcium disodium edta to protect flavor.), Baby Spinach, Mozzarella Cheese (Low-Moisture Mozzarella Cheese (pasteurized & skim milk, salt, cultures, enzymes), Powdered Cellulose (to prevent caking), Natamycin (preservative).)",16087032,0001-01-01T00:00:00,Roasted Vegetable,7.25,19.1,3.4,1 EACH,1292.2,Turbo Sandwiches,4.2,ALL,145.5,226,0
67,67,"Milk, Eggs, Wheat, Soybeans, Gluten",758,,114.7,3,114.7,"Chicken Breast (Chicken breast, water, contains less than 2% of salt, dextrose, potassium lactate, potassium acetate, carrageenan, sodium phosphate, sodium diacetate, vegetable oil.), Flat Bread (Enriched unbleached wheat flour (wheat flour, malted barley flour, ascorbic acid added as a dough conditioner, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, soybean oil, yeast, contains less than 2% of the following: powdered whey (a milk derivative), salt, sugar, wheat gluten, to preserve freshness (calcium propionate), leavening (sodium acid pyrophosphate, baking soda, monocalcium phosphate), guar gum, sodium stearoyl lactylate, enzyme.  May contain soy and sesame.), Goody's Chipotle Ranch (Buttermilk (Cultured Nonfat Milk, Milk, Guar Gum. Carrageenan, Sodium Citrate, Vitamin A Palmitate, Vitamin D3.), Mayonnaise (Soybean Oil, Corn Syrup, Water, Whole Egg, Egg Yolks, Distilled Vinegar, Contains less than 2% of Mustard Seed, Salt, Lemon Juice Concentrate, Calcium Disodium EDTA added To Protect Flavor. ), Chipotle Sauce (chipotle peppers, water, vinegar, sugar, salt, tomato paste, smoke essence, onion, garlic. Kosher), Ranch Mix (Salt, Dried Onion, Modified Food Starch, Sugar, Dried Garlic, Spices, Maltodextrin, Buttermilk, Dextrose, 2% or Less of: Natural and Artificial Flavors (milk, soy), Lactic Acid, Guar Gum, Disodium Inosinate, Disodium Guanylate, Calcium Stearate.), Oregano), Sliced Tomatoes (Tomatoes), Pepper Jack Cheese (Pasteurized Milk, Jalapeno Peppers, Cheese Cultures, Salt, Enzymes. ), Pickles (Dill Pickle Spears), Iceberg Lettuce, Red Onion",16087033,0001-01-01T00:00:00,Santa Fe Chicken Sandwich,7.25,33,13.1,1 EACH,2069.3,Turbo Sandwiches,7,ALL,39,413,0
68,68,"Milk, Wheat, Soybeans, Gluten",606,,90.7,3,90.7,"Pico de Gallo (Tomatoes, Yellow Onions, Jalapenos, Cilantro, Lime Juice (Key west lime juice, sodium benzoate.), Salt), Cooked Boneless Carnitas (Pork Carnitas, Marinated with; Water, Salt, Orange Juice Concentrate, Sugar, Sodium Phosphates, Garlic Powder, Paprika, Caramel Color, Spice.), Flat Bread (Enriched unbleached wheat flour (wheat flour, malted barley flour, ascorbic acid added as a dough conditioner, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, soybean oil, yeast, contains less than 2% of the following: powdered whey (a milk derivative), salt, sugar, wheat gluten, to preserve freshness (calcium propionate), leavening (sodium acid pyrophosphate, baking soda, monocalcium phosphate), guar gum, sodium stearoyl lactylate, enzyme.  May contain soy and sesame.), Avocado Pulp (Hass avocado.), Pepper Jack Cheese (Pasteurized Milk, Jalapeno Peppers, Cheese Cultures, Salt, Enzymes. ), Pickles (Dill Pickle Spears), Salsa (Fire Roasted Tomatoes, Fire Roasted Jalapeno Peppers, Salt, Water.), Cilantro",16087034,0001-01-01T00:00:00,South of the Border,7.25,33.4,11.7,1 EACH,1867.9,Turbo Sandwiches,6.6,ALL,43.8,296,0
69,69,"Eggs, Fish, Wheat, Soybeans, Gluten",548,,27.8,3,27.8,"Tuna Salad (Mayonnaise (Soybean Oil, Corn Syrup, Water, Whole Egg, Egg Yolks, Distilled Vinegar, Contains less than 2% of Mustard Seed, Salt, Lemon Juice Concentrate, Calcium Disodium EDTA added To Protect Flavor. ), Albacore Tuna (White Tuna, Water, Vegetable Broth (contains Soy), Salt.), Sweet Pickle Relish (Cucumbers, High Fructose Corn Syrup, Corn Syrup, Vinegar, Salt, 2% or Less of: Dehydrated Spices, Natural Flavors, Dehydrated Onion, Xanthan Gum, Calcium Chloride, Sodium Benzoate & Potassium Sorbate (preservatives), Alum, Yellow 5.), Celery, Mustard (Distilled White Vinegar, Water, Mustard Seed, Mustard Bran, Salt, Turmeric, Paprika.), Black Pepper), Multi Grain Bread (Wheat Flour, Flour (bleached wheat flour, malted barley flour, niacin, iron, ascorbic acid, thiamin mononitrate, riboflavin, folic acid), Water, Multigrain Mix (rye, wheat, corn, rice, oat, tritcale, soy, flax seed, barley, millet), Yeast, Salt, Sugar, Brown Sugar, Soybean Oil with Citric Acid, Rolled Oats, 2% or Less of: Vital Wheat  Gluten, Calcium Propionate, Enzymes, Calcium Sulfate, Caramel Color.), Sliced Tomatoes (Tomatoes), Pickles (Dill Pickle Spears), Spinach",16087035,0001-01-01T00:00:00,Tuna Melt,7.25,16.8,4.5,1 EACH,999.9,Turbo Sandwiches,13.7,ALL,48,288,0.1
70,70,"Eggs, Wheat, Soybeans, Gluten",966,,111.6,3,111.6,"Turkey (Turkey breast, turkey broth, contains less that 2% of salt, dextrose, potassium lactate, potassium acetate, modified food starch, carrageenan, sodium phosphate, sodium diacetate.), Sourdough Bread (Flour (unbleached wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), Water, Sour Culture, Salt, 2% or Less of: Vital Wheat Gluten, Calcium Sulfate.), Sriracha Aioli (Mayonnaise (Soybean Oil, Corn Syrup, Water, Whole Egg, Egg Yolks, Distilled Vinegar, Contains less than 2% of Mustard Seed, Salt, Lemon Juice Concentrate, Calcium Disodium EDTA added To Protect Flavor. ), Sriracha Sauce (Chili, Sugar, Salt, Garlic, Distilled Vinegar, Potassium Sorbate, Sodium Bisulfite, Xanthan Gum.)), Avocado Pulp (Hass avocado.), Shredded Iceberg Lettuce (Iceberg Lettuce), Bacon (Pork, Water, Salt, Sugar, Smoke Flavoring, Sodium Phosphate, Sodium Erythorbate, Flavoring, Sodium Nitrite.), Sliced Tomatoes (Tomatoes), Pickles (Dill Pickle Spears)",16087036,0001-01-01T00:00:00,Turkey Bacon Avocado,7.25,47.8,13.8,1 EACH,2802.9,Turbo Sandwiches,4.2,ALL,43.1,605,0.1
71,71,"Milk, Eggs, Wheat, Soybeans, Gluten",975,,117.1,3,117.1,"Turkey (Turkey breast, turkey broth, contains less that 2% of salt, dextrose, potassium lactate, potassium acetate, modified food starch, carrageenan, sodium phosphate, sodium diacetate.), Flat Bread (Enriched unbleached wheat flour (wheat flour, malted barley flour, ascorbic acid added as a dough conditioner, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, soybean oil, yeast, contains less than 2% of the following: powdered whey (a milk derivative), salt, sugar, wheat gluten, to preserve freshness (calcium propionate), leavening (sodium acid pyrophosphate, baking soda, monocalcium phosphate), guar gum, sodium stearoyl lactylate, enzyme.  May contain soy and sesame.), Blue Cheese Dressing (Soybean Oil, Water, Distilled Vinegar, Blue Cheese (milk, cheese cultures, salt, enzymes), Salt, Sugar, Egg Yolk, Xantham Gum, Buttermilk Powder, Potassium Sorbate and Sodium Benzoate (preservatives), Lemon Juice Concentrate, Propylene, Glycol Alginate, Dehydrated Garlic, Calcium Disodium EDTA (protect flavor).), Iceberg Lettuce, Avocado Pulp (Hass avocado.), Sliced Tomatoes (Tomatoes), Bacon (Pork, Water, Salt, Sugar, Smoke Flavoring, Sodium Phosphate, Sodium Erythorbate, Flavoring, Sodium Nitrite.), Red Onion, Blue Cheese (Blue Cheese (pasteurized milk, cheese cultures, salt, enzymes), Powdered Cellulose (to prevent caking), Natamycin (mold inhibitor).)",16087037,0001-01-01T00:00:00,Turkey Cobb,7.25,45.8,16.5,1 EACH,3114.8,Turbo Sandwiches,6.3,ALL,48.3,614,0.8
