,Unnamed: 0,allergens,calories,caloriesFromFat,cholesterol(mg),dateRef,dietaryFiber(g),ingredients,itemID,menuDate,name,price($),protein(g),saturatedFat(g),servingSize,sodium(mg),station,sugars(g),mealType,totalCarbohydrate(g),totalFat(g),transFat(g)
101,101,"Milk, Eggs, Wheat, Soybeans, Gluten",748,,116.8,4,116.8,"Roast Beef (Water, Cultured Corn Sugar and Vinegar, Salt, Sodium Phosphate, and Natural Flavorings; Rubbed With: Sugar, Natural Flavorings, Salt, Caramel Color, Dextrose, Dried Beef Stock, Maltodextrin, Paprika.), Flat Bread (Enriched unbleached wheat flour (wheat flour, malted barley flour, ascorbic acid added as a dough conditioner, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, soybean oil, yeast, contains less than 2% of the following: powdered whey (a milk derivative), salt, sugar, wheat gluten, to preserve freshness (calcium propionate), leavening (sodium acid pyrophosphate, baking soda, monocalcium phosphate), guar gum, sodium stearoyl lactylate, enzyme.  May contain soy and sesame.), Cheddar Cheese (Pasteurized Milk, Cheese Cultures, Salt, Enzymes, Annatto Coloring.), Sliced Tomatoes (Tomatoes), Pickles (Dill Pickle Spears), Ailoi (Mayonnaise (Soybean Oil, Corn Syrup, Water, Whole Egg, Egg Yolks, Distilled Vinegar, Contains less than 2% of Mustard Seed, Salt, Lemon Juice Concentrate, Calcium Disodium EDTA added To Protect Flavor. ), Lemon, Garlic (Garlic, Water, Citric Acid.), Parsley, Salt), Caramelized Onions (Yellow Onions, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.)), Iceberg Lettuce",16087075,0001-01-01T00:00:00,City Slicker,7.25,37.7,16.5,1 EACH,1770.1,Turbo Sandwiches,4.8,ALL,37.2,437,0
102,102,"Milk, Wheat, Soybeans, Gluten",807,,112.2,4,112.2,"GYRO MEAT SLICED (Beef, Bread Crumbs [Enriched Wheat Flour (Wheat Flour, Barley Malt, Niacin, Iron,Thiamine Mononitrate (B1), Riboflavin (B2), Folic Acid), Salt, Yeast, Contains 2% or less of the following: Sugar, Calcium Propionate (a Preservative)], Water, Lamb, Onions, Contains 2% or less of: Vegetable Protein Product [Soy Protein Concentrate, Zinc Oxide, Niacinamide, Ferrous Sulfate, Copper Gluconate, Vitamin A Palmitate, Calcium Pantothenate, Thiamine Mononitrate (B1), Pyridoxine Hydrochloride (B6), Riboflavin (B2), and Cyanocobalamin (B12)], Seasonings (Spices, Hydrolyzed Soy Protein, Dehydrated Garlic), Salt, Lemon Juice Concentrate.), Flat Bread (Enriched unbleached wheat flour (wheat flour, malted barley flour, ascorbic acid added as a dough conditioner, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, soybean oil, yeast, contains less than 2% of the following: powdered whey (a milk derivative), salt, sugar, wheat gluten, to preserve freshness (calcium propionate), leavening (sodium acid pyrophosphate, baking soda, monocalcium phosphate), guar gum, sodium stearoyl lactylate, enzyme.  May contain soy and sesame.), Iceberg Lettuce, Feta Cheese (Feta Cheese (pasteurized milk, cheese cultures, salt, enzymes), Natamycin (protect flavor).), Sliced Tomatoes (Tomatoes), Tzatziki Sauce (Sauce Base [Water, Partially Hydrogenated Palm Kernel Oil, Buttermilk Powder, Corn Syrup, Sour Cream Stabilizer (Modified Food Starch, Sodium Phosphate, Sodium Citrate, Guar Gum, Carrageenan and Locust Bean Gum), Sodium Caseinate, Soy Mono and Di-glycerides, Salt, Potassium Sorbate (Preservative), Natural Flavor and Cultures], Cucumbers, Seasoning Mix [Salt, Garlic Powder, Xanthan Gum, and Stabilizer (Sugar, Corn Starch, Agar, Cream of Tartar)], Contains 2% or less of: Soybean Oil, Vinegar, Lemon Juice Concentrate.), Kalamata Olives Sliced, Red Onion",16087076,0001-01-01T00:00:00,Gyro Turbo,7.25,31.8,21.7,1 EACH,2302.4,Turbo Sandwiches,8.6,ALL,49.4,479,0
103,103,"Milk, Wheat, Soybeans, Gluten",526,,2.5,4,2.5,"Black Bean Hummus (Black Beans (Black Beans, Water, Salt, Calcium Chloride and Ferrous Gluconate (to promote color retention) .), Lemon, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Water, Garlic (Garlic, Water, Citric Acid.), Salt, Black Pepper, Red Pepper, Ground Cumin), Flat Bread (Enriched unbleached wheat flour (wheat flour, malted barley flour, ascorbic acid added as a dough conditioner, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, soybean oil, yeast, contains less than 2% of the following: powdered whey (a milk derivative), salt, sugar, wheat gluten, to preserve freshness (calcium propionate), leavening (sodium acid pyrophosphate, baking soda, monocalcium phosphate), guar gum, sodium stearoyl lactylate, enzyme.  May contain soy and sesame.), Sliced Tomatoes (Tomatoes), Pickles (Dill Pickle Spears), Caramelized Onions (Yellow Onions, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.)), Vinaigrette Dressing (Water, vegetable oil (soybean and/or canola oil), distilled vinegar, sugar, salt, monosodium glutamate, spices, garlic powder, xanthan gum, dehydrated parsley, hydrolyzed yeast extract, natural flavors (soy),  propylene glycol alginate, onion powder, lemon juice concentrate, calcium disodium edta to protect flavor.), Baby Spinach, Mozzarella Cheese (Low-Moisture Mozzarella Cheese (pasteurized & skim milk, salt, cultures, enzymes), Powdered Cellulose (to prevent caking), Natamycin (preservative).)",16087077,0001-01-01T00:00:00,Roasted Vegetable,7.25,19.1,3.4,1 EACH,1292.2,Turbo Sandwiches,4.2,ALL,145.5,226,0
104,104,"Milk, Eggs, Wheat, Soybeans, Gluten",758,,114.7,4,114.7,"Chicken Breast (Chicken breast, water, contains less than 2% of salt, dextrose, potassium lactate, potassium acetate, carrageenan, sodium phosphate, sodium diacetate, vegetable oil.), Flat Bread (Enriched unbleached wheat flour (wheat flour, malted barley flour, ascorbic acid added as a dough conditioner, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, soybean oil, yeast, contains less than 2% of the following: powdered whey (a milk derivative), salt, sugar, wheat gluten, to preserve freshness (calcium propionate), leavening (sodium acid pyrophosphate, baking soda, monocalcium phosphate), guar gum, sodium stearoyl lactylate, enzyme.  May contain soy and sesame.), Goody's Chipotle Ranch (Buttermilk (Cultured Nonfat Milk, Milk, Guar Gum. Carrageenan, Sodium Citrate, Vitamin A Palmitate, Vitamin D3.), Mayonnaise (Soybean Oil, Corn Syrup, Water, Whole Egg, Egg Yolks, Distilled Vinegar, Contains less than 2% of Mustard Seed, Salt, Lemon Juice Concentrate, Calcium Disodium EDTA added To Protect Flavor. ), Chipotle Sauce (chipotle peppers, water, vinegar, sugar, salt, tomato paste, smoke essence, onion, garlic. Kosher), Ranch Mix (Salt, Dried Onion, Modified Food Starch, Sugar, Dried Garlic, Spices, Maltodextrin, Buttermilk, Dextrose, 2% or Less of: Natural and Artificial Flavors (milk, soy), Lactic Acid, Guar Gum, Disodium Inosinate, Disodium Guanylate, Calcium Stearate.), Oregano), Sliced Tomatoes (Tomatoes), Pepper Jack Cheese (Pasteurized Milk, Jalapeno Peppers, Cheese Cultures, Salt, Enzymes. ), Pickles (Dill Pickle Spears), Iceberg Lettuce, Red Onion",16087078,0001-01-01T00:00:00,Santa Fe Chicken Sandwich,7.25,33,13.1,1 EACH,2069.3,Turbo Sandwiches,7,ALL,39,413,0
105,105,"Milk, Wheat, Soybeans, Gluten",606,,90.7,4,90.7,"Pico de Gallo (Tomatoes, Yellow Onions, Jalapenos, Cilantro, Lime Juice (Key west lime juice, sodium benzoate.), Salt), Cooked Boneless Carnitas (Pork Carnitas, Marinated with; Water, Salt, Orange Juice Concentrate, Sugar, Sodium Phosphates, Garlic Powder, Paprika, Caramel Color, Spice.), Flat Bread (Enriched unbleached wheat flour (wheat flour, malted barley flour, ascorbic acid added as a dough conditioner, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, soybean oil, yeast, contains less than 2% of the following: powdered whey (a milk derivative), salt, sugar, wheat gluten, to preserve freshness (calcium propionate), leavening (sodium acid pyrophosphate, baking soda, monocalcium phosphate), guar gum, sodium stearoyl lactylate, enzyme.  May contain soy and sesame.), Avocado Pulp (Hass avocado.), Pepper Jack Cheese (Pasteurized Milk, Jalapeno Peppers, Cheese Cultures, Salt, Enzymes. ), Pickles (Dill Pickle Spears), Salsa (Fire Roasted Tomatoes, Fire Roasted Jalapeno Peppers, Salt, Water.), Cilantro",16087079,0001-01-01T00:00:00,South of the Border,7.25,33.4,11.7,1 EACH,1867.9,Turbo Sandwiches,6.6,ALL,43.8,296,0
106,106,"Eggs, Fish, Wheat, Soybeans, Gluten",548,,27.8,4,27.8,"Tuna Salad (Mayonnaise (Soybean Oil, Corn Syrup, Water, Whole Egg, Egg Yolks, Distilled Vinegar, Contains less than 2% of Mustard Seed, Salt, Lemon Juice Concentrate, Calcium Disodium EDTA added To Protect Flavor. ), Albacore Tuna (White Tuna, Water, Vegetable Broth (contains Soy), Salt.), Sweet Pickle Relish (Cucumbers, High Fructose Corn Syrup, Corn Syrup, Vinegar, Salt, 2% or Less of: Dehydrated Spices, Natural Flavors, Dehydrated Onion, Xanthan Gum, Calcium Chloride, Sodium Benzoate & Potassium Sorbate (preservatives), Alum, Yellow 5.), Celery, Mustard (Distilled White Vinegar, Water, Mustard Seed, Mustard Bran, Salt, Turmeric, Paprika.), Black Pepper), Multi Grain Bread (Wheat Flour, Flour (bleached wheat flour, malted barley flour, niacin, iron, ascorbic acid, thiamin mononitrate, riboflavin, folic acid), Water, Multigrain Mix (rye, wheat, corn, rice, oat, tritcale, soy, flax seed, barley, millet), Yeast, Salt, Sugar, Brown Sugar, Soybean Oil with Citric Acid, Rolled Oats, 2% or Less of: Vital Wheat  Gluten, Calcium Propionate, Enzymes, Calcium Sulfate, Caramel Color.), Sliced Tomatoes (Tomatoes), Pickles (Dill Pickle Spears), Spinach",16087080,0001-01-01T00:00:00,Tuna Melt,7.25,16.8,4.5,1 EACH,999.9,Turbo Sandwiches,13.7,ALL,48,288,0.1
107,107,"Eggs, Wheat, Soybeans, Gluten",966,,111.6,4,111.6,"Turkey (Turkey breast, turkey broth, contains less that 2% of salt, dextrose, potassium lactate, potassium acetate, modified food starch, carrageenan, sodium phosphate, sodium diacetate.), Sourdough Bread (Flour (unbleached wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), Water, Sour Culture, Salt, 2% or Less of: Vital Wheat Gluten, Calcium Sulfate.), Sriracha Aioli (Mayonnaise (Soybean Oil, Corn Syrup, Water, Whole Egg, Egg Yolks, Distilled Vinegar, Contains less than 2% of Mustard Seed, Salt, Lemon Juice Concentrate, Calcium Disodium EDTA added To Protect Flavor. ), Sriracha Sauce (Chili, Sugar, Salt, Garlic, Distilled Vinegar, Potassium Sorbate, Sodium Bisulfite, Xanthan Gum.)), Avocado Pulp (Hass avocado.), Shredded Iceberg Lettuce (Iceberg Lettuce), Bacon (Pork, Water, Salt, Sugar, Smoke Flavoring, Sodium Phosphate, Sodium Erythorbate, Flavoring, Sodium Nitrite.), Sliced Tomatoes (Tomatoes), Pickles (Dill Pickle Spears)",16087081,0001-01-01T00:00:00,Turkey Bacon Avocado,7.25,47.8,13.8,1 EACH,2802.9,Turbo Sandwiches,4.2,ALL,43.1,605,0.1
108,108,"Milk, Eggs, Wheat, Soybeans, Gluten",975,,117.1,4,117.1,"Turkey (Turkey breast, turkey broth, contains less that 2% of salt, dextrose, potassium lactate, potassium acetate, modified food starch, carrageenan, sodium phosphate, sodium diacetate.), Flat Bread (Enriched unbleached wheat flour (wheat flour, malted barley flour, ascorbic acid added as a dough conditioner, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, soybean oil, yeast, contains less than 2% of the following: powdered whey (a milk derivative), salt, sugar, wheat gluten, to preserve freshness (calcium propionate), leavening (sodium acid pyrophosphate, baking soda, monocalcium phosphate), guar gum, sodium stearoyl lactylate, enzyme.  May contain soy and sesame.), Blue Cheese Dressing (Soybean Oil, Water, Distilled Vinegar, Blue Cheese (milk, cheese cultures, salt, enzymes), Salt, Sugar, Egg Yolk, Xantham Gum, Buttermilk Powder, Potassium Sorbate and Sodium Benzoate (preservatives), Lemon Juice Concentrate, Propylene, Glycol Alginate, Dehydrated Garlic, Calcium Disodium EDTA (protect flavor).), Iceberg Lettuce, Avocado Pulp (Hass avocado.), Sliced Tomatoes (Tomatoes), Bacon (Pork, Water, Salt, Sugar, Smoke Flavoring, Sodium Phosphate, Sodium Erythorbate, Flavoring, Sodium Nitrite.), Red Onion, Blue Cheese (Blue Cheese (pasteurized milk, cheese cultures, salt, enzymes), Powdered Cellulose (to prevent caking), Natamycin (mold inhibitor).)",16087082,0001-01-01T00:00:00,Turkey Cobb,7.25,45.8,16.5,1 EACH,3114.8,Turbo Sandwiches,6.3,ALL,48.3,614,0.8
109,109,,160,,0,4,0,"Organic Vegetarian Chili (Vegetable Stock (water, vegetable base [carrots, tomatoes, onions, potatoes, garlic, sea salt, dextrose, evaporated cane syrup, canola oil, spices, turmeric]), Tomatoes (tomatoes, tomato puree, naturally derived citric acid), Chickpeas (chickpeas, water, sea salt), Kidney Beans (kidney beans, water, sea salt, kombu seaweed), Onions, Celery, Carrots, Red Bell Peppers, Black Beans, Lentils, 2% or Less of: Corn Starch, Garlic, Canola Oil, Lemon Juice, Jalapeno Peppers, Cilantro, Cultured Dextrose, Sea Salt, Spices.)",16087083,0001-01-01T00:00:00,Organic Vegan Chili,3.5,6.7,0,10 OZL,746,Soups,4,ALL,28,24,0
110,110,"Milk, Wheat, Soybeans, Gluten",205,,32.6,4,32.6,"Milk (Milk, Vitamin D3.), Potato Bacon Soup (Water, dehydrofrozen potatoes (potatoes, sodium acid pyrophosphate), carrots, celery, modified cornstarch, cooked bacon (cured with water, salt, sugar, sodium phosphates, sodium erythorbate, sodium nitrite], smoke flavor, dextrose, potassium chloride), contains 2% or less of: rendered chicken fat (chicken fat, natural flavoring), salt, rendered bacon flavored fat, whey powder (milk), sugar, dehydrated onion, yeast extract (contains soybean oil), cooked mechanically separated chicken, artificial potato flavor (propylene glycol, alcohol, artificial flavor, vinegar), potassium chloride, chicken broth, natural and artificial bacon flavoring (lactic acid, natural smoke flavor, hydrolyzed vegetable proteins [corn and wheat gluten, soy], salt, natural flavor, thiamine hydrochloride, acetic acid, extractives of coffee, artificial flavor, caramel color), hydrolyzed corn protein (contains soybean oil), vegetarian flavor (potassium lactate, autolyzed yeast extract, water, natural flavors), chicken flavor (chicken broth, salt, natural flavors), onion powder, parsley, garlic, disodium inosinate and guanylate, turmeric, flavor (gum arabic, extractives of turmeric).)",16087084,0001-01-01T00:00:00,Potato Bacon Soup,3.5,7.6,5.3,10 OZL,505.7,Soups,9.1,ALL,19.1,101,0
111,111,"Milk, Peanuts, Wheat, Soybeans, Gluten",625,,72.9,5,72.9,"Thai Salad Topper (Napa Cabbage, Bean Sprouts, Shredded Carrot, Sesame Ginger Dressing (Filtered Water, Organic Soybean Oil, Organic Sugar, Organic White Vinegar, Organic Tamari Sauce (water, organic soybeans, salt, organic alcohol), Organic Sesame oil, Salt, Organic Garlic Puree, Organic Onion Powder, Organic Mustard Seed, Organic Ginger Powder, Organic Sesame Seeds, Organic Malt, Organic Ginger Extract, Xanthan Gum (thickener).), Green Onions, Mint, Cilantro), Flat Bread (Enriched unbleached wheat flour (wheat flour, malted barley flour, ascorbic acid added as a dough conditioner, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, soybean oil, yeast, contains less than 2% of the following: powdered whey (a milk derivative), salt, sugar, wheat gluten, to preserve freshness (calcium propionate), leavening (sodium acid pyrophosphate, baking soda, monocalcium phosphate), guar gum, sodium stearoyl lactylate, enzyme.  May contain soy and sesame.), Fajita Chicken Strips (Boneless skinless chicken breast meat with rib meat and water. Contains 2% or less of: Modified tapioca starch, salt, dextrose, sodium phosphates, granulated garlic, spices, grill flavor (from soybean oil), granulated onion, modified food starch, corn syrup solids, spice extractives, soy lecithin, phosphate, carrageenan), Part Skim Mozzarella Cheese (Low-Moisture Part-Skim Mozzarella Cheese (pasteurized milk, skim milk, salt, cultures, enzymes), Powdered Cellulose (prevent caking), Natamycin (preservative).), Peanut Sauce (Water, peanuts, soy sauce (water, wheat, soybeans, salt, sodium benzoate (preservative), sugar, sesame seed oil, white distilled vinegar, sherry wine, dehydrated garlic, hydrolyzed wheat and soy protein, spice, salt, hydrogenated vegetable oil (cottonseed, soybean and rapeseed oil), salt, modified cornstarch, xanthan gum, sodium benzoate (preservative), disodium inosinate and disodium guanylate, natural flavor, ethyl alcohol.), Toasted Sesame Seeds",16087093,0001-01-01T00:00:00,Thai Chicken,5.25,34.2,7.8,1/4 PIE,2320.3,Flatbread Specials,5.7,ALL,66.4,228,0
112,112,"Milk, Wheat, Soybeans, Gluten",504,,36.5,5,36.5,"Flat Bread (Enriched unbleached wheat flour (wheat flour, malted barley flour, ascorbic acid added as a dough conditioner, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, soybean oil, yeast, contains less than 2% of the following: powdered whey (a milk derivative), salt, sugar, wheat gluten, to preserve freshness (calcium propionate), leavening (sodium acid pyrophosphate, baking soda, monocalcium phosphate), guar gum, sodium stearoyl lactylate, enzyme.  May contain soy and sesame.), Part Skim Mozzarella Cheese (Low-Moisture Part-Skim Mozzarella Cheese (pasteurized milk, skim milk, salt, cultures, enzymes), Powdered Cellulose (prevent caking), Natamycin (preservative).), Pizza Sauce (Tomato Puree (Water, Tomato Paste), Less Than 2% of: Salt, Extra Virgin Olive Oil, Dried Onions, Garlic, Spices, Citric Acid.), Tomatoes, Zucchini and onion, marinaded (Red Onion, FP Zucchini, sliced coin, Balsamic Vinaigrette ( Water, Soybean Oil, Imported Balsamic Vinegar (wine vinegar, grape must), White Wine Vinegar, Distilled Vinegar, Sugar, Contains less than 2% of Salt, Mustard Seed, Spice, Garlic*, Onion*, Xanthan Gum, Caramel Color, Autolyzed Yeast Extract, Natural and Artificial Flavor, Calcium Disodium EDTA (preservative), Disodium Inosinate, Disodium Guanylate. *Dried.)), Red Bell Pepper, Herbed Parmesan Cheese (Parmesan Cheese (Parmesan cheese (cultured pasteurized part skim milk, salt, enzymes), powdered cellulose to prevent caking, potassium Sorbate to protect flavor.), Oregano, Black Pepper, Salt), Pizza Oil (Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Garlic (Garlic, Water, Citric Acid.), Oregano), Parsley",16087094,0001-01-01T00:00:00,Vegetarian,5.25,25.8,9,1/4 PIE,1113.9,Flatbread Specials,6.5,ALL,41.1,239,0
113,113,"Milk, Eggs, Wheat, Soybeans, Gluten",593,,71.2,5,71.2,"Black Bean Chipotle Patty (Water, onions, cooked black beans (black beans, water), cooked brown rice (water, brown rice), corn, vegetable oil (corn, canola and/or sunflower oil), soy flour, tomatoes, wheat gluten, green chiles, onion powder, egg whites, bulgur wheat, calcium caseinate (milk), cornstarch.Contains 2% or less of red bell peppers, green bell peppers, spices, cilantro, tomato juice, tomato powder, salt, chipotle peppers, cooked onion and carrot juice concentrate, jalapeno peppers, garlic powder, natural flavor, soy sauce powder (soybeans, wheat, salt), gum arabic, vinegar, citric acid, green pepper juice, garlic juice, lime juice), Brioche Bun (Flour (bleached wheat flour, malted barley flour, niacin, iron, ascorbic acid, thiamin mononitrate, riboflavin, folic acid), Water, Butter(sweet cream, natural flavorings), Eggs, Sugar, Whey, Yeast, Salt, Less than 2% of the following: Calcium Propionate, Enzymes, Calcium Sulfate), Shredded Iceberg Lettuce (Iceberg Lettuce), Sliced Tomatoes (Tomatoes), Jalapeno Cream (Milk (Milk, Vitamin D3.), Cream Cheese (Pasteurized milk and cream, whey protein concentrate, modified food starch, salt, cheese culture, guar gum, lactic acid, carob bean gum, xanthan gum, natamycin (a natural mold inhibitor).), Jalapenos, Salt, Black Pepper), Sundried Tomato Cream Cheese (Cream Cheese (Pasteurized milk and cream, whey protein concentrate, modified food starch, salt, cheese culture, guar gum, lactic acid, carob bean gum, xanthan gum, natamycin (a natural mold inhibitor).), Sun Dried Tomato Pesto (Water, Canola Oil, Dried Tomatoes, Parmesan Cheese (pasteurized part-skim milk, cheese culture, salt, enzymes), Onions, Basil, Granulated Garlic, Garlic Powder, Salt, Black Pepper, Xanthan Gum.)), Avocado, Pepper Jack Cheese (Pasteurized Milk, Jalapeno Peppers, Cheese Cultures, Salt, Enzymes. )",16087095,0001-01-01T00:00:00,Club Med Burger,7.25,29.6,11,1 EACH,1100.6,Turbo Sandwich Special,13,ALL,63.1,246,0.2
114,114,"Wheat, Gluten",271,,0,5,0,"Plain Bagel  (Unbleached Enriched Wheat Flour (wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), Water, 2% or Less of: Sugar, Salt, Dry Malt, Yeast, Calcium Propionate, Malted Barley Flour, Molasses, Mono & Diglycerides, Ascorbic Acid, L-Cysteine Hydrochloride, Azodicarbonamide, Enzymes, Ammonium Chloride.)",16087096,0001-01-01T00:00:00,Assorted Bagels,0.99,8.2,0,1 EACH,552.9,Breakfast Specials,3.5,ALL,54.1,11,0
115,115,"Milk, Eggs, Wheat, Gluten",805,,418.4,5,418.4,"Scrambled Eggs (Eggs (Cage Free Whole Eggs, Citric Acid, 0.15% water, Xanthan Gum, Guar Gum, Nisin.), Sunflower Pan Coating Spray (Sunflower Oil, Sunflower Lecithin, Propellant.)), Plain Bagel  (Unbleached Enriched Wheat Flour (wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), Water, 2% or Less of: Sugar, Salt, Dry Malt, Yeast, Calcium Propionate, Malted Barley Flour, Molasses, Mono & Diglycerides, Ascorbic Acid, L-Cysteine Hydrochloride, Azodicarbonamide, Enzymes, Ammonium Chloride.), Bacon (Pork, Water, Salt, Sugar, Smoke Flavoring, Sodium Phosphate, Sodium Erythorbate, Flavoring, Sodium Nitrite.), Cheddar Cheese (Pasteurized Milk, Cheese Cultures, Salt, Enzymes, Annatto Coloring.)",16087097,0001-01-01T00:00:00,Bacon Breakfast Bagel,5.95,42.7,15.6,1 EACH,2083.9,Breakfast Specials,4.3,ALL,55.6,393,0
116,116,"Milk, Eggs, Wheat, Soybeans, Gluten",1171,,442.9,5,442.9,"Frijoles (Water, Refried Beans (Pinto beans, Interesterfied Soybean Oil (with TBHQ for freshness), Salt.)), Scrambled Eggs (Eggs (Cage Free Whole Eggs, Citric Acid, 0.15% water, Xanthan Gum, Guar Gum, Nisin.), Sunflower Pan Coating Spray (Sunflower Oil, Sunflower Lecithin, Propellant.)), Pico de Gallo (Tomatoes, Yellow Onions, Jalapenos, Cilantro, Lime Juice (Key west lime juice, sodium benzoate.), Salt), Flour Tortilla (Enriched Flour (wheat flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), Water, Palm Oil, Soybean Oil, Salt, Calcium Propionate, Baking Powder (sodium acid, pyrophosphate, sodium bicarbonate, corn starch, mono calcium phosphate), Mono Diglyceride, Fumaric Acid, Guar Gum, Sodium Metabisulfite.), Potato Taters (Potatoes, Vegetable Oil (Soybean, Canola, Cottonseed, and/or Sunflower), Sea Salt, Disodium Dihydrogen Pyrophosphate (To Maintain Natural Color), Dextrose), Cheddar Jack Cheese (Cheddar Cheese (pasteurized milk, cheese culture, salt, enzymes, annatto color), Monterey Jack Cheese (pasteurized milk, cheese culture, salt, enzymes), Potato Starch & Powdered Cellulose, Natamycin.), Bacon (Pork, Water, Salt, Sugar, Smoke Flavoring, Sodium Phosphate, Sodium Erythorbate, Flavoring, Sodium Nitrite.)",16087098,0001-01-01T00:00:00,Bacon Breakfast Burrito,4.95,58.1,25.2,1 EACH,2651.9,Breakfast Specials,2.3,ALL,90.3,573,0
117,117,"Milk, Eggs, Wheat, Soybeans, Gluten",1075,,581.4,5,581.4,"Scrambled Eggs (Eggs (Cage Free Whole Eggs, Citric Acid, 0.15% water, Xanthan Gum, Guar Gum, Nisin.), Sunflower Pan Coating Spray (Sunflower Oil, Sunflower Lecithin, Propellant.)), Pico de Gallo (Tomatoes, Yellow Onions, Jalapenos, Cilantro, Lime Juice (Key west lime juice, sodium benzoate.), Salt), Cheddar Jack Cheese (Cheddar Cheese (pasteurized milk, cheese culture, salt, enzymes, annatto color), Monterey Jack Cheese (pasteurized milk, cheese culture, salt, enzymes), Potato Starch & Powdered Cellulose, Natamycin.), Flour Tortilla (Enriched Flour (wheat flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), Water, Palm Oil, Soybean Oil, Salt, Calcium Propionate, Baking Powder (sodium acid, pyrophosphate, sodium bicarbonate, corn starch, mono calcium phosphate), Mono Diglyceride, Fumaric Acid, Guar Gum, Sodium Metabisulfite.), Bacon (Pork, Water, Salt, Sugar, Smoke Flavoring, Sodium Phosphate, Sodium Erythorbate, Flavoring, Sodium Nitrite.)",16087099,0001-01-01T00:00:00,Bacon Breakfast Quesadilla,5.25,59.4,31.5,1 EACH,2415.8,Breakfast Specials,2.5,ALL,55,614,0
118,118,"Milk, Eggs, Wheat, Gluten",555,,379,5,379,"Scrambled Eggs (Eggs (Cage Free Whole Eggs, Citric Acid, 0.15% water, Xanthan Gum, Guar Gum, Nisin.), Sunflower Pan Coating Spray (Sunflower Oil, Sunflower Lecithin, Propellant.)), Plain Bagel  (Unbleached Enriched Wheat Flour (wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), Water, 2% or Less of: Sugar, Salt, Dry Malt, Yeast, Calcium Propionate, Malted Barley Flour, Molasses, Mono & Diglycerides, Ascorbic Acid, L-Cysteine Hydrochloride, Azodicarbonamide, Enzymes, Ammonium Chloride.), Ham (Water, Natural Salt Blend (Potassium Chloride, Sea Salt), Turbinado Sugar, Salt, Cultured Celery Powder, Cherry Powder.), Cheddar Cheese (Pasteurized Milk, Cheese Cultures, Salt, Enzymes, Annatto Coloring.)",16087100,0001-01-01T00:00:00,Ham Breakfast Bagel,4.5,29.6,8.9,1 EACH,1142.7,Breakfast Specials,4.8,ALL,55.4,203,0
119,119,"Milk, Eggs, Wheat, Soybeans, Gluten",780,,360,5,360,"Frijoles (Water, Refried Beans (Pinto beans, Interesterfied Soybean Oil (with TBHQ for freshness), Salt.)), Scrambled Eggs (Eggs (Cage Free Whole Eggs, Citric Acid, 0.15% water, Xanthan Gum, Guar Gum, Nisin.), Sunflower Pan Coating Spray (Sunflower Oil, Sunflower Lecithin, Propellant.)), Flour Tortilla (Enriched Flour (wheat flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), Water, Palm Oil, Soybean Oil, Salt, Calcium Propionate, Baking Powder (sodium acid, pyrophosphate, sodium bicarbonate, corn starch, mono calcium phosphate), Mono Diglyceride, Fumaric Acid, Guar Gum, Sodium Metabisulfite.), Pico de Gallo (Tomatoes, Yellow Onions, Jalapenos, Cilantro, Lime Juice (Key west lime juice, sodium benzoate.), Salt), Potato Taters (Potatoes, Vegetable Oil (Soybean, Canola, Cottonseed, and/or Sunflower), Sea Salt, Disodium Dihydrogen Pyrophosphate (To Maintain Natural Color), Dextrose), Cheddar Jack Cheese (Cheddar Cheese (pasteurized milk, cheese culture, salt, enzymes, annatto color), Monterey Jack Cheese (pasteurized milk, cheese culture, salt, enzymes), Potato Starch & Powdered Cellulose, Natamycin.), Ham (Water, Natural Salt Blend (Potassium Chloride, Sea Salt), Turbinado Sugar, Salt, Cultured Celery Powder, Cherry Powder.)",16087101,0001-01-01T00:00:00,Ham Breakfast Burrito,4.95,33.9,11,1 EACH,1343.6,Breakfast Specials,1.6,ALL,87.1,300,0
